id,nickname,note_id,content
4993,Dit,663db022000000001e037997,請問泰服是哪家的
4994,夏天里的Joe,663db022000000001e037997,郑王庙
4995,小红薯66316D2E,663db022000000001e037997,So handsome 😁
4996,夏天里的Joe,663db022000000001e037997,啥？？
4997,嘉尔,663db022000000001e037997,你这款服装合人民币多钱
4998,Kwan automatik,663db022000000001e037997,[笑哭R]sa wad dee ka [微笑R][微笑R][微笑R]
4999,puppy西米露,663db022000000001e037997,评论区有没有懂泰国历史的这是哪一个王朝的衣服呀好好看
5000,Akami Yugi,663db022000000001e037997,[飞吻R]
5001,你好，我的名字是笔记 Note,663db022000000001e037997,[微笑R]
5002,王木木,663db022000000001e037997,我花了1500🐷，教一个冒牌摄影师拍照[哭惹R]
5003,蜜桃🍑,663db022000000001e037997,老公
5004,在深圳做展会物流-小新,663db022000000001e037997,[蹲后续H][蹲后续H][蹲后续H][飞吻R][飞吻R]
5005,V.V,663db022000000001e037997,เท่มาก[害羞R]
5006,凋零的檸檬樹,663db022000000001e037997,回去了嗎？
5007,妮妮,663db022000000001e037997,在泰国
5008,YYT,65338b8b000000002500921d,私我方便回覆[微笑R]
5009,AI妮,65338b8b000000002500921d,请问哪一间，下个月要去，想避雷！谢谢
5010,小红薯943F8AB,65338b8b000000002500921d,请问是哪间？
5011,可爱兔宝,65338b8b000000002500921d,你好，找人在郑王庙拍照的话。1个小时时间够吗？🙏
5012,阿吉吉娃,65338b8b000000002500921d,请告诉那一家，不希望踩雷
5013,Phyllis oh,65338b8b000000002500921d,求店名 拜托
5014,玉芩,65338b8b000000002500921d,哪一间？
5015,爱护肤的依涵,65338b8b000000002500921d,哪一家？
5016,小糖,65338b8b000000002500921d,求店名姐妹
5017,嘟嘟,65338b8b000000002500921d,求店名，避雷[偷笑R]
5018,YYT,65338b8b000000002500921d,私
5019,YYT,65338b8b000000002500921d,私
5020,可爱兔宝,65338b8b000000002500921d,你好，求避雷
5021,momo,65338b8b000000002500921d,你好，求避雷
5022,ViviLee,65338b8b000000002500921d,哪一家？
5023,Annie靓妈,65338b8b000000002500921d,你好，求避雷
5024,YYT,65338b8b000000002500921d,私你
5025,西西男裤,65338b8b000000002500921d,您好，请问是哪一家拍的照
5026,YYT,65338b8b000000002500921d,不夠喔寶寶
5027,可爱兔宝,65338b8b000000002500921d,虽然这家店服务不行，但小姐姐的照片好好看啊[笑哭R][笑哭R][笑哭R]
5028,YYT,65338b8b000000002500921d,私
5029,Morning,65338b8b000000002500921d,請問是哪間呢
5030,汇美专业抗衰皮肤管理,65338b8b000000002500921d,怎么拍，今天早上去
5031,婷,65338b8b000000002500921d,請問是哪一間？謝謝[笑哭R]
5032,文文20080817,65338b8b000000002500921d,求避雷[笑哭R]
5033,菡萏蓁蓁,65338b8b000000002500921d,宝子，求避雷
5034,Wai ling,65338b8b000000002500921d,想問吓那一家？
5035,小红薯5D15BCF9,65338b8b000000002500921d,请问哪一家？想避雷
5036,Patty,65338b8b000000002500921d,求避雷店家🥺🥺謝謝
5037,豆瓣儿,65338b8b000000002500921d,请问哪一家，求推荐！
5038,牛小柯Amy,65338b8b000000002500921d,私求避雷
5039,Cynthia Chou,65338b8b000000002500921d,想了解
5040,念恋,65338b8b000000002500921d,明天要拍，私一下
5041,Mian712,65338b8b000000002500921d,请告诉那一家，不希望踩雷
5042,采妮,65338b8b000000002500921d,那一家方便告知嗎？
5043,Yan,65338b8b000000002500921d,求推荐
5044,桃ヾ夭夭,65338b8b000000002500921d,你好，求避雷
5045,彗星撞地球,65338b8b000000002500921d,你好，可以私那家吗
5046,🏎小爷,65338b8b000000002500921d,推介下
5047,啊虫,65338b8b000000002500921d,请问哪一家？想避雷
5048,简🍒,65338b8b000000002500921d,哪家
5049,Janice,65338b8b000000002500921d,可告知哪一間雷嗎😩
5050,Ann,65338b8b000000002500921d,Pm
5051,辣味鱿鱼丝儿,65338b8b000000002500921d,哪家呢？想避雷
5052,Cherrie小蘭,65338b8b000000002500921d,正在挑選泰服店🥹求避雷
5053,芊願,65338b8b000000002500921d,請問是哪家？求避雷
5054,🌸Yanmi🌸,65338b8b000000002500921d,請問是那一家
5055,Alvin ,65338b8b000000002500921d,请问哪一间，下星期要去，想避雷！谢谢
5056,Cheung Carrie,65338b8b000000002500921d,请问哪一间？
5057,Joanna ²⁰¹⁸ₓ ৫🐣,65338b8b000000002500921d,亲亲求避雷
5058,米米💜速游mi,65338b8b000000002500921d,那一家 我正在選
5059,miso,65338b8b000000002500921d,想问一下哪家
5060,natalie,65338b8b000000002500921d,哪[害羞R]家？
5061,pan 盼盼,65338b8b000000002500921d,这个27号去两个人
5062,Mi,65338b8b000000002500921d,請問是那一家
5063,爱吃榴莲的薇薇安,65338b8b000000002500921d,你好，求避雷
5064,玲玲爱养生,65338b8b000000002500921d,请问哪一家
5065,Sarah Ngo,65338b8b000000002500921d,哪家呢
5066,🌺小钕人🌺,65338b8b000000002500921d,怎么联系你
5067,🌺 🌟 🍀 🌾,65338b8b000000002500921d,我也想去[飞吻R]
5068,66,65338b8b000000002500921d,哪家？宝贝？
5069,甜甜~Ren's Closet Luxury,65338b8b000000002500921d,您好！请问这个是哪一家啊？[偷笑R]
5070,joey chan,65338b8b000000002500921d,我下個月去，請問是那一間，很漂亮
5071,婷婷猪,65338b8b000000002500921d,哪一家？现在在泰国，想去拍照，打卡。
5072,👑青,65338b8b000000002500921d,請問是哪間呢？謝謝❤️
5073,菠蘿冰,65338b8b000000002500921d,你去哪家呀？
5074,艾尼,65338b8b000000002500921d,请问哪家？要避雷 ，谢谢
5075,Erica,65338b8b000000002500921d,這是哪家呢
5076,带刺的玫瑰,65338b8b000000002500921d,哪家店要避雷，6月去
5077,K.Glorious 🐬,65338b8b000000002500921d,可以了解哪家吗
5078,Ching,65338b8b000000002500921d,请问是哪家
5079,感谢各位，已找到对象,65338b8b000000002500921d,请问是哪家，避雷，谢谢～
5080,小云,65338b8b000000002500921d,"明天有位吗
"
5081,Ins小众饰品,65338b8b000000002500921d,多少钱 会中文吗
5082,Xue QII の 小小分享🌻,65338b8b000000002500921d,下个月要去，想避雷！谢谢
5083,Anna,65338b8b000000002500921d,請問是哪家，要避雷
5084,小红薯F4D393DA,65338b8b000000002500921d,555人在泰国，可以问问求避雷嘛[笑哭R]
5085,宣宣,65338b8b000000002500921d,請問是哪一家 我想避💣
5086,小茜茜,65338b8b000000002500921d,这是那家
5087,LEODOTCOM,65338b8b000000002500921d,下个月要去，想避雷！谢谢
5088,🌻君^^_^^🍀,65338b8b000000002500921d,那家
5089,JayLui,65338b8b000000002500921d,那一家？
5090,MoMo,65338b8b000000002500921d,请问是哪间？
5091,追仙人儿 Olivia～,65338b8b000000002500921d,哪家需要避雷啊？
5092,小依Elyse,65338b8b000000002500921d,小姐姐，求避雷
5093,佐伊移,65338b8b000000002500921d,@iamapig
5094,Poison,65338b8b000000002500921d,哇噻 求推荐
5095,大理小院子民宿美妈,65338b8b000000002500921d,请问哪家，在曼谷，明天想拍，谢谢
5096,浔,65338b8b000000002500921d,避雷私
5097,j,65338b8b000000002500921d,請問那一家
5098,大熊,65338b8b000000002500921d,求避雷，谢谢
5099,儀儀,65338b8b000000002500921d,想詢問避雷的店
5100,Ying,65338b8b000000002500921d,請問是那一間？
5101,白云黑土和稀泥,65338b8b000000002500921d,可以私我哪家吗
5102,P zone hair studio美发屋,65338b8b000000002500921d,可以知道是哪家吗？
5103,栗子～,65338b8b000000002500921d,是哪家呢 避雷避雷
5104,采衣🌸,65338b8b000000002500921d,想請問是哪一間～謝謝妳🌹
5105,一条深海的🐟,65338b8b000000002500921d,是哪家也
5106,小小的人儿,65338b8b000000002500921d,请问一下哪一家
5107,小小的人儿,65338b8b000000002500921d,请问是哪里一家呢 下个月去
5108,momo,65338b8b000000002500921d,請問哪家避雷 你推薦哪間呢🙏
5109,鏟💩官小女子,65338b8b000000002500921d,妳好 請問是哪家 5月要去 謝謝🙏
5110,Aileen,65338b8b000000002500921d,您好，想請問是哪一家[哭惹R]要避雷
5111,水の潁,65338b8b000000002500921d,想知道
5112,南京国金Tiffany森蝶,65338b8b000000002500921d,是哪家
5113,小红薯80583D1E,65338b8b000000002500921d,私下我  谢谢美女大大
5114,の琪琪,65338b8b000000002500921d,哪家拍的啊？
5115,Riz,65338b8b000000002500921d,請問是哪家？
5116,小红薯_8521,65338b8b000000002500921d,可以要联系方式吗
5117,女孩,65338b8b000000002500921d,请问是哪一件间？[哭惹R]
5118,Suan Yao,65338b8b000000002500921d,想了解避雷，私訊您了[笑哭R]
5119,Wendy Tse,65338b8b000000002500921d,哪一家
5120,喵喵酱紫,65338b8b000000002500921d,同问。加1
5121,LT,65338b8b000000002500921d,請問是那一間，謝謝
5122,bobo,65338b8b000000002500921d,求店家
5123,Knock,65338b8b000000002500921d,哪一家[doge]
5124,带刺的妹子,65338b8b000000002500921d,小姐姐可以告诉我吗 想避雷 [偷笑R]
5125,一个可爱哆吖,65338b8b000000002500921d,求壁垒[飞吻R]
5126,💗麦米豆💗,65338b8b000000002500921d,问一下是哪家
5127,吼吼吼,65338b8b000000002500921d,你好 想问一下去的那家
5128,J,65338b8b000000002500921d,想知道避雷明天要去🥹🥹🥹
5129,Jiaqiiix,65338b8b000000002500921d,哪一间！过几天要去
5130,清迈英语赵老师Chase,65338b8b000000002500921d,想约
5131,Cherrycqs,65338b8b000000002500921d,你好，可以推荐一下哪家店吗？
5132,ye杂货铺,65338b8b000000002500921d,地址价格方便告诉一下吗？怎么预约[笑哭R]
5133,Cc,65338b8b000000002500921d,我想知道哪家
5134,溜糊糊溜兔兔,65338b8b000000002500921d,问下哪件哈
5135,penny小猪妮,65338b8b000000002500921d,哪一家
5136,高端珠宝定制厂家,65338b8b000000002500921d,请问哪一家
5137,幸运JM666,65338b8b000000002500921d,麻煩Pm我是哪家店？地址麻煩發一下。謝謝😊
5138,Eileen,65338b8b000000002500921d,请问哪一间？
5139,咚儿咚咚儿,65338b8b000000002500921d,请问是哪家？
5140,咚儿咚咚儿,65338b8b000000002500921d,请问是哪家？
5141,Sandy,65338b8b000000002500921d,可以問一下是那一家嗎？
5142,小梦和郭先生,65338b8b000000002500921d,哪家
5143,💫倩倩,65338b8b000000002500921d,是哪一家呀
5144,山竹山楂,65338b8b000000002500921d,姐妹，妆造是哪家
5145,勺勺吃喝玩樂,65338b8b000000002500921d,想問哪家雷
5146,momo,65338b8b000000002500921d,小姐姐你好，请问是哪一家，想避雷，感谢
5147,蔷薇,65338b8b000000002500921d,请问哪一家？
5148,似有似无的小情绪,65338b8b000000002500921d,多少米
5149,噗寶🐱,65338b8b000000002500921d,請問是哪一間
5150,干嘛敲我头呀,65338b8b000000002500921d,请问是哪一家啊
5151,比鼻,65338b8b000000002500921d,哪家
5152,蔷薇詩xys🥥,65338b8b000000002500921d,请问是哪家拍的
5153,Chern Harn上班慢回覆,65338b8b000000002500921d,你好，請問是哪一家？謝謝😍
5154,Esssss,65338b8b000000002500921d,請問是哪家啊？[哭惹R]
5155,爱上旅游的比卡丘,65338b8b000000002500921d,地址价格方便告诉一下吗？
5156,吳小咪,65338b8b000000002500921d,請問是那一間🙏🏻🙏🏻
5157,小红薯64B9BB67,65338b8b000000002500921d,亲爱的，能pm吗
5158,小红薯5BBA5C4B,65338b8b000000002500921d,請問是哪一家
5159,YYT,65338b8b000000002500921d,私
5160,YYT,65338b8b000000002500921d,私
5161,YYT,65338b8b000000002500921d,私
5162,YYT,65338b8b000000002500921d,私
5163,YYT,65338b8b000000002500921d,私
5164,YYT,65338b8b000000002500921d,私
5165,YYT,65338b8b000000002500921d,私
5166,YYT,65338b8b000000002500921d,私
5167,YYT,65338b8b000000002500921d,私
5168,Joman.M🕯🕯,65338b8b000000002500921d,請問是哪一間？
5169,Kids of chili,65338b8b000000002500921d,请问是哪间？
5170,WL,65338b8b000000002500921d,請問是哪家想避雷，謝謝🙏🏻
5171,Steng💞,65338b8b000000002500921d,请问哪一间，想避雷
5172,Sarah,65338b8b000000002500921d,不得不说，拍的还挺好看
5173,七女子在台灣,65338b8b000000002500921d,想知道哪家避雷
5174,evangeline tan,65338b8b000000002500921d,哪家？
5175,Jiana Chan Chan,65338b8b000000002500921d,哪家，可私嗎？
5176,Melody Wang,65338b8b000000002500921d,想知道是哪家，避雷🥺謝謝
5177,佳,65338b8b000000002500921d,請問是哪一家？
5178,YYT,65338b8b000000002500921d,私
5179,YYT,65338b8b000000002500921d,私
5180,YYT,65338b8b000000002500921d,私
5181,YYT,65338b8b000000002500921d,私
5182,YYT,65338b8b000000002500921d,私
5183,YYT,65338b8b000000002500921d,可以 私你
5184,YYT,65338b8b000000002500921d,私
5185,YYT,65338b8b000000002500921d,私你
5186,非洲红猪🐽,65338b8b000000002500921d,请问这是哪家的呢？
5187,菊子,65338b8b000000002500921d,哪家？想避雷
5188,小莓同學,65338b8b000000002500921d,是哪家呢～
5189,品牌形象顾问Miki,65338b8b000000002500921d,我明天想去拍，是那家
5190,ie💃coco💝,65338b8b000000002500921d,请问是哪家？好避雷[笑哭R]
5191,Jane,65338b8b000000002500921d,亲哪家呢
5192,微微的喵喵团🐱,65338b8b000000002500921d,这是哪家，好好看～
5193,杨梅梅,65338b8b000000002500921d,姐妹，哪家拍的啊
5194,Ann,65338b8b000000002500921d,你好 请问什么价格？需要提前预约吗？
5195,March,65338b8b000000002500921d,我也想知道哪一家，謝
5196,YYT,65338b8b000000002500921d,私
5197,YYT,65338b8b000000002500921d,私
5198,YYT,65338b8b000000002500921d,私
5199,YYT,65338b8b000000002500921d,私
5200,YYT,65338b8b000000002500921d,私
5201,YYT,65338b8b000000002500921d,私
5202,YYT,65338b8b000000002500921d,私
5203,YYT,65338b8b000000002500921d,私
5204,YYT,65338b8b000000002500921d,私
5205,YYT,65338b8b000000002500921d,私
5206,月日心心💕,65338b8b000000002500921d,哪家？求避雷[喝奶茶R]
5207,丸🍡,65338b8b000000002500921d,我也想知的是哪家🙏🏻想避雷 謝謝
5208,Taro妈,65338b8b000000002500921d,请问是哪家需要避雷呢[扶墙R]
5209,脉,65338b8b000000002500921d,请问是哪家
5210,So菲,65338b8b000000002500921d,我明白，[哭惹R]我都是
5211,小红薯6562E5B1,65338b8b000000002500921d,可以私我吗
5212,奸诈汤姆,65338b8b000000002500921d,哪家拍的呀
5213,ASHLEY,65338b8b000000002500921d,請問是哪一間 謝謝
5214,萌宝0427,65338b8b000000002500921d,请问是哪家
5215,Kate_,65338b8b000000002500921d,小姐姐是哪家店啊？
5216,YYT,65338b8b000000002500921d,私你
5217,YYT,65338b8b000000002500921d,私你
5218,YYT,65338b8b000000002500921d,私你
5219,YYT,65338b8b000000002500921d,私
5220,YYT,65338b8b000000002500921d,竟然找到同路人[哭惹R][哭惹R][哭惹R]
5221,So菲,65338b8b000000002500921d,影得超肥🥲
5222,YYT,65338b8b000000002500921d,可以
5223,YYT,65338b8b000000002500921d,私你
5224,YYT,65338b8b000000002500921d,私你
5225,YYT,65338b8b000000002500921d,私你
5226,YYT,65338b8b000000002500921d,私你
5227,小寶,65338b8b000000002500921d,pm
5228,sherry,65338b8b000000002500921d,請問是哪一家雷店
5229,Iva K,65338b8b000000002500921d,請問是哪一家
5230,sayli3288,65338b8b000000002500921d,想知道是哪家
5231,Cawaii,65338b8b000000002500921d,小姐姐，是哪家呀
5232,ㄧ只不太胖的袋熊,65338b8b000000002500921d,私我雷店家好嗎姐妹[害羞R]
5233,天晴,65338b8b000000002500921d,請問是哪家想避雷，謝謝
5234,姑娘,65338b8b000000002500921d,請问是哪家？[皱眉R]
5235,苹果,65338b8b000000002500921d,请问是哪一家？
5236,ddinbkk,65338b8b000000002500921d,请告诉我[哭惹R]
5237,YYT,65338b8b000000002500921d,私你
5238,YYT,65338b8b000000002500921d,私你
5239,YYT,65338b8b000000002500921d,私你
5240,YYT,65338b8b000000002500921d,私你
5241,YYT,65338b8b000000002500921d,私你
5242,YYT,65338b8b000000002500921d,好
5243,YYT,65338b8b000000002500921d,私
5244,YYT,65338b8b000000002500921d,私
5245,YYT,65338b8b000000002500921d,私
5246,YYT,65338b8b000000002500921d,私
5247,YYT,65338b8b000000002500921d,私
5248,林姿儀,65338b8b000000002500921d,想問是哪間
5249,小粒子的奇异果 🥝,65338b8b000000002500921d,请问是哪一家呀 要避雷[哭惹R]
5250,Then FeNn,65338b8b000000002500921d,请问是那一间
5251,小红薯6460BF1E,65338b8b000000002500921d,但你這攝相是哪家拍的？很好看
5252,琳yy,65338b8b000000002500921d,請問妳是去哪家呀
5253,繡媚 ｜半永久定妝,65338b8b000000002500921d,请问是哪家？
5254,Sammy Cheng,65338b8b000000002500921d,請問是哪家
5255,💕💕💕,65338b8b000000002500921d,請問是哪家?🥹
5256,🐷,65338b8b000000002500921d,不会是n开头的吧[捂脸R]
5257,Emz,65338b8b000000002500921d,Pm
5258,YYT,65338b8b000000002500921d,私
5259,YYT,65338b8b000000002500921d,私
5260,YYT,65338b8b000000002500921d,私你
5261,YYT,65338b8b000000002500921d,私你
5262,YYT,65338b8b000000002500921d,私你
5263,YYT,65338b8b000000002500921d,私你
5264,YYT,65338b8b000000002500921d,私你
5265,YYT,65338b8b000000002500921d,私你
5266,YYT,65338b8b000000002500921d,不是 私你
5267,YYT,65338b8b000000002500921d,私你
5268,萱萱愛探索,65338b8b000000002500921d,請問是哪家呀
5269,揪嗯杯比剋嘔嘔,65338b8b000000002500921d,想問是哪家 謝謝
5270,泰国蕙菲娘娘,65338b8b000000002500921d,请问哪家，给我避雷 [飞吻R]
5271,以梦为马,65338b8b000000002500921d,这个修图风格，有点像小红书上有账号的那家，是那家吗[偷笑R]
5272,Justina_Naravit,65338b8b000000002500921d,請問是哪間
5273,闲不住的彗柔,65338b8b000000002500921d,小姐姐请问你是去哪间啊？
5274,Crystal,65338b8b000000002500921d,請問是哪家？謝謝🙏🏻
5275,Lily,65338b8b000000002500921d,請問哪家？
5276,喽喽菜菜,65338b8b000000002500921d,想避雷！！
5277,Wen,65338b8b000000002500921d,請問哪家～～謝謝🙏
5278,YYT,65338b8b000000002500921d,私你
5279,YYT,65338b8b000000002500921d,私你
5280,YYT,65338b8b000000002500921d,私你
5281,YYT,65338b8b000000002500921d,私你
5282,YYT,65338b8b000000002500921d,私你
5283,YYT,65338b8b000000002500921d,私你
5284,YYT,65338b8b000000002500921d,私你
5285,YYT,65338b8b000000002500921d,私你
5286,YYT,65338b8b000000002500921d,私你
5287,小红薯5DB7825E,65338b8b000000002500921d,哪家衣服店
5288,雪梨,65338b8b000000002500921d,我也想知道哪家[害羞R] 准备去拍
5289,Michelle,65338b8b000000002500921d,请问是那家？下个月要去
5290,Sasa,65338b8b000000002500921d,小姐姐好 想問是哪一間 謝謝
5291,NICO,65338b8b000000002500921d,請問是哪家？想避雷
5292,Mia,65338b8b000000002500921d,小姐姐，请问是哪家？正在找约拍
5293,Una,65338b8b000000002500921d,請問是哪家
5294,min0330,65338b8b000000002500921d,请问是哪家
5295,Miss郑,65338b8b000000002500921d,哪家，求避雷
5296,LL,65338b8b000000002500921d,請問去了哪一家？
5297,YYT,65338b8b000000002500921d,私你
5298,YYT,65338b8b000000002500921d,私你
5299,YYT,65338b8b000000002500921d,私你
5300,YYT,65338b8b000000002500921d,私你
5301,Sasa,65338b8b000000002500921d,小姐姐好 沒看到您私訊
5302,YYT,65338b8b000000002500921d,再私了[飞吻R]
5303,Sasa,65338b8b000000002500921d,小姐姐好 看不到訊息我私你了[害羞R]
5304,YYT,65338b8b000000002500921d,私你
5305,YYT,65338b8b000000002500921d,私你
5306,YYT,65338b8b000000002500921d,私你
5307,YYT,65338b8b000000002500921d,私你
5308,YYT,65338b8b000000002500921d,私
5309,YYT,65338b8b000000002500921d,私你
5310,Lyn 筱棱,65338b8b000000002500921d,请问是哪家？
5311,蜡笔愛小新,65338b8b000000002500921d,请问哪一家[害羞R]
5312,CARRIE love dream 創辦人,65338b8b000000002500921d,是那一間？
5313,Landy YSL🤔,65338b8b000000002500921d,请问是哪间？
5314,Winny_慧,65338b8b000000002500921d,请问哪家，给我避雷
5315,Hc,65338b8b000000002500921d,请问是哪一家？谢谢
5316,雪❄,65338b8b000000002500921d,请问哪一家，要避雷
5317,Shu,65338b8b000000002500921d,請問是哪家 求避雷！
5318,夷光,65338b8b000000002500921d,请问是哪一家啊，我正准备定
5319,珊 Shan Chung,65338b8b000000002500921d,可以私我吗，哪一家，我也订了😛
5320,YYT,65338b8b000000002500921d,私你
5321,YYT,65338b8b000000002500921d,私你
5322,YYT,65338b8b000000002500921d,私你
5323,YYT,65338b8b000000002500921d,私你
5324,YYT,65338b8b000000002500921d,私你
5325,YYT,65338b8b000000002500921d,私你
5326,YYT,65338b8b000000002500921d,私你
5327,YYT,65338b8b000000002500921d,私你
5328,YYT,65338b8b000000002500921d,私你
5329,YYT,65338b8b000000002500921d,私你
5330,YYT,65338b8b000000002500921d,私你
5331,小红薯Winwin,65338b8b000000002500921d,"请问是哪一家？要避雷,谢谢"
5332,Nanax,65338b8b000000002500921d,请问哪家啊？想避雷，谢谢[害羞R]
5333,Evelyn,65338b8b000000002500921d,請問是那家？
5334,ar.chive,65338b8b000000002500921d,请问是哪间？
5335,Danielle姸安安🕊🇬🇧,65338b8b000000002500921d,請私我哪家，謝謝妳[哭惹R]
5336,Bonnie,65338b8b000000002500921d,請問小姐姐是去哪家？
5337,有才的方便面,65338b8b000000002500921d,請問一下哪一家[笑哭R]
5338,💞A.I.N.Y🌷💋,65338b8b000000002500921d,请问哪一家
5339,momo,65338b8b000000002500921d,哪家啊宝
5340,累不死你,65338b8b000000002500921d,請問哪一家?
5341,YYT,65338b8b000000002500921d,私你
5342,YYT,65338b8b000000002500921d,私你
5343,YYT,65338b8b000000002500921d,私你
5344,YYT,65338b8b000000002500921d,私你
5345,YYT,65338b8b000000002500921d,私你
5346,YYT,65338b8b000000002500921d,私你
5347,YYT,65338b8b000000002500921d,私你
5348,YYT,65338b8b000000002500921d,私你
5349,YYT,65338b8b000000002500921d,私你
5350,YYT,65338b8b000000002500921d,私你
5351,YYT,65338b8b000000002500921d,私你
5352,Wingwing,65338b8b000000002500921d,嘩，請問是哪一間？ 我準備去影泰服呢[哭惹R][哭惹R][哭惹R][哭惹R][哭惹R]
5353,- Vee 🌸,65338b8b000000002500921d,請問是避雷哪一家
5354,香港化妝師Sharon,65338b8b000000002500921d,请问是那一家？
5355,nina,65338b8b000000002500921d,請問係去邊間？
5356,一颗米,65338b8b000000002500921d,推哪家避哪家？谢谢！
5357,彤 Toby,65338b8b000000002500921d,請問是哪家～
5358,茶茶debby,65338b8b000000002500921d,求問店家好避雷🙏🙏🙏
5359,🐎,65338b8b000000002500921d,請問是哪一間謝謝
5360,蓋蓋是天空,65338b8b000000002500921d,請問是哪家想避雷，謝謝🙏🏻
5361,肥肥喵 *^o^*,65338b8b000000002500921d,想知道是哪一家
5362,YYT,65338b8b000000002500921d,私你
5363,YYT,65338b8b000000002500921d,私你
5364,YYT,65338b8b000000002500921d,私你
5365,YYT,65338b8b000000002500921d,私你
5366,YYT,65338b8b000000002500921d,私你
5367,YYT,65338b8b000000002500921d,私你
5368,YYT,65338b8b000000002500921d,私你
5369,YYT,65338b8b000000002500921d,私你
5370,YYT,65338b8b000000002500921d,私你
5371,기지 芝芝,65338b8b000000002500921d,lol[偷笑R]
5372,YYT,65338b8b000000002500921d,私你
5373,Melvis,65338b8b000000002500921d,小姐姐去哪一家？
5374,Michi,65338b8b000000002500921d,小姐姐请问你去哪家？
5375,吃货娘＆吃货宝,65338b8b000000002500921d,美丽小姐姐，你是在哪家呢？我也在寻找，怕踩雷 [笑哭R]
5376,MLJT,65338b8b000000002500921d,请问是哪里一家？我明天去
5377,你滴橙橙子#,65338b8b000000002500921d,哪一家呢亲亲
5378,SYSY,65338b8b000000002500921d,可以知道哪家？
5379,丁丁,65338b8b000000002500921d,禮貌詢問是哪一間🥲 11月要去好怕踩雷[哭惹R]
5380,Jessica镁文,65338b8b000000002500921d,[doge][doge][doge]
5381,许弋,65338b8b000000002500921d,你找的哪一家 我避免一下[笑哭R]
5382,MMIchelle,65338b8b000000002500921d,請問是哪家？謝謝
5383,YYT,65338b8b000000002500921d,私你
5384,YYT,65338b8b000000002500921d,私你
5385,YYT,65338b8b000000002500921d,私你
5386,YYT,65338b8b000000002500921d,私你
5387,YYT,65338b8b000000002500921d,私你
5388,YYT,65338b8b000000002500921d,私你
5389,YYT,65338b8b000000002500921d,私你
5390,YYT,65338b8b000000002500921d,私你
5391,YYT,65338b8b000000002500921d,私你
5392,z芯,65338b8b000000002500921d,请问是哪家呢？避避雷[皱眉R]
5393,z芯,65338b8b000000002500921d,请问是哪家呢？避避雷[皱眉R]
5394,「钰」💗,65338b8b000000002500921d,请问是哪家呢
5395,無聊的傻小妞,65338b8b000000002500921d,请问是哪家呢？
5396,Y.Y,65338b8b000000002500921d,请问是哪家呢？
5397,🤓,65338b8b000000002500921d,請問是那家踩雷？
5398,细数流年,65338b8b000000002500921d,请问是哪一家呢
5399,吾皇晚睡,65338b8b000000002500921d,请问是那家？下个月要去[皱眉R]
5400,大憨憨,65338b8b000000002500921d,我也想知道是哪家[大笑R]月初准备出发来着
5401,So菲,65338b8b000000002500921d,可以私我是那家嗎？
5402,YYT,65338b8b000000002500921d,私你
5403,YYT,65338b8b000000002500921d,私你
5404,YYT,65338b8b000000002500921d,私你
5405,YYT,65338b8b000000002500921d,私你
5406,YYT,65338b8b000000002500921d,私你
5407,YYT,65338b8b000000002500921d,私你
5408,YYT,65338b8b000000002500921d,私你
5409,YYT,65338b8b000000002500921d,私你
5410,YYT,65338b8b000000002500921d,私你
5411,YYT,65338b8b000000002500921d,可以
5412,黄玉米H21Pp11y,65338b8b000000002500921d,请问是哪家呢？
5413,Vickie Chin,65338b8b000000002500921d,请问是哪一家呢？
5414,咩咩啊,65338b8b000000002500921d,请问是哪一家店面？[害羞R]
5415,AAA南杨州仓鼠批发马哥,65338b8b000000002500921d,蹲蹲哪家
5416,hyee🌸,65338b8b000000002500921d,请问是哪家
5417,lene,65338b8b000000002500921d,不好意思 想请问是哪家，我下个月要去怕踩雷[笑哭R]
5418,Yenyi777,65338b8b000000002500921d,想請問是哪家？謝謝～
5419,小红薯662EE320,65338b8b000000002500921d,怎么定呀
5420,小乐酱Shirley,65338b8b000000002500921d,请问是在曼谷吗
5421,ttttyk,65338b8b000000002500921d,請問是哪家？謝謝🙏🏻
5422,YYT,65338b8b000000002500921d,私你
5423,YYT,65338b8b000000002500921d,私你
5424,YYT,65338b8b000000002500921d,私你
5425,YYT,65338b8b000000002500921d,私你
5426,YYT,65338b8b000000002500921d,私你
5427,YYT,65338b8b000000002500921d,私你
5428,YYT,65338b8b000000002500921d,私你
5429,YYT,65338b8b000000002500921d,对的
5430,YYT,65338b8b000000002500921d,私你
5431,Francis776268,65338b8b000000002500921d,漂亮👍👍👍
5432,小红薯61158912,65338b8b000000002500921d,请问是哪一家呢？
5433,射手座女生,65338b8b000000002500921d,请问是哪家呢？
5434,ying 1013,65338b8b000000002500921d,小姐姐您去的是哪家？
5435,小陳,65338b8b000000002500921d,是哪家[哭惹R]
5436,北京南城辛西娅,65338b8b000000002500921d,不用提前预约？
5437,橙子同学 🍊,65338b8b000000002500921d,小姐姐请问你是去哪间啊？
5438,Nina,65338b8b000000002500921d,哪家呢
5439,🦄Sophia,65338b8b000000002500921d,Book咗邊間？
5440,YYT,65338b8b000000002500921d,私你
5441,YYT,65338b8b000000002500921d,私你
5442,YYT,65338b8b000000002500921d,私你
5443,YYT,65338b8b000000002500921d,私你
5444,YYT,65338b8b000000002500921d,是提前预约的[哭惹R]
5445,YYT,65338b8b000000002500921d,私你
